FILE_NAME:,
name=,core-3320220628043754.csv,
BASIC_SAVEFILE_INFO:,
,core_save_id,core_aim,core_no,year,month,day,hour,minute,sec,
core_save_id,3320220628043754,3,3,2022,06,28,04,37,54,
BASIC_NETWORK_INFO:,net_info_category,no_of_input_neuron,no_of_output_neuron,
,net_info_category,27,2,
DATA_LABEL_AND_OUTPUT_NEURON_INDEX:,
[data_label~output_neuron_index],100~0,200~1,
PATH_INFO:,
no_of_path=,154,
path_id,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,input_neuron_id,output_neuron_id
0,7.09144,1.57104,2.15746,6.89027,0.209492,2.55506,3.55527,16.1166,-1.29246,11.9156,35.3599,-7.48511,-7.18134,-0.58377,10.2992,-2.90111,5.8022,7.86179,-11.0339,-15.0924,-21.3701,-20.5708,19.9992,-5.37518,6.66128,-3.3699,-9.1814,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
11,4.51303,0.875522,-0.37979,-0.342177,-4.19038,-2.07428,0.0883827,0.221843,0.123249,0.293416,-0.386396,-1.02198,-1.28773,-3.26742,-0.691326,-0.340775,0.857964,-3.72049,-1.19614,3.54248,-0.831744,-6.22852,7.83518,-3.3444,0.323801,-0.227269,0.645496,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
12,84.2329,86.4507,-60.302,32.1649,-92.4406,-152.174,-35.3456,158.514,-155.568,-63.5248,-492.009,-269.72,27.7229,145.711,-19.1289,58.8812,-262.118,105.556,131.247,127.198,225.233,-101.344,266.5,-269.02,-97.1025,-54.9562,182.751,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
13,-1.26367,0.836894,3.21352,-4.4515,-0.397342,-1.4313,-0.710011,-1.55912,0.423156,1.52824,6.69067,-2.02686,3.27249,4.81295,2.53535,2.50508,1.25303,0.659613,2.99526,-0.180434,-3.67162,3.98076,-9.69554,4.73254,0.366809,0.33683,-0.432992,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
14,2.11398,-6.61804,-1.42548,6.03075,-0.0687328,5.24937,-5.31512,1.75735,-3.95642,-5.19553,-5.98975,-3.25464,-3.99898,9.44786,-5.69433,-0.603431,4.13867,2.93571,2.46832,1.00339,-7.17883,-6.66232,10.1175,-10.7495,4.00815,-2.78366,-3.23122,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
15,2.48249,-2.01637,-0.26449,-0.252389,-3.20575,-0.798996,-0.620326,-2.6678,1.11576,2.4576,4.59743,3.96621,-0.516853,-5.02262,-1.39744,-0.727511,-4.15174,1.37035,3.70335,-4.12534,-3.71792,10.7465,-12.1447,3.41963,-1.41885,1.29628,0.510189,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
16,-0.65012,2.87488,-1.23894,-0.659018,-2.47697,-2.75283,0.112733,-1.54835,1.72732,-1.57815,0.4889,3.47355,-1.07995,0.691943,-0.702665,-3.15683,-4.9675,-3.2276,3.78627,1.76894,-3.23499,4.7095,-5.35139,1.06779,0.0506509,1.35432,1.78289,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
17,49.6372,-0.296546,3.94904,4.91763,11.7117,-32.1949,-8.87744,-12.8155,-0.445945,-36.7608,-5.67885,23.8431,17.996,-11.4026,-5.02265,-4.5676,-29.4294,-31.7412,-27.2905,56.8988,6.34147,3.40334,20.4472,-17.9293,-28.5428,17.405,4.74815,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
18,582.106,53.1347,919.169,-54.145,-251.811,278.022,-25.1007,-454.481,-66.5219,27.0884,-3141.86,-1389.18,-0.212784,519.909,-1122.76,-174.331,161.027,-24.0812,80.1676,-227.441,1432.05,105.491,-449.028,210.421,684.774,-880.508,430.321,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
19,-668.801,404.953,40.55,2.83693,807.819,56.2772,-305.013,-123.664,268.201,-124.837,-377.367,14.547,-109.464,326.424,-58.3306,29.0345,-5.89504,37.083,260.914,97.7162,-42.5546,308.948,-286.715,-278.709,434.427,-21.4113,-289.733,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
20,142.413,13.6304,-4.10543,13.4088,-85.7893,31.3906,-5.86449,0.453447,-18.6461,-56.8002,-13.9131,-63.476,3.7475,-78.2408,-60.2398,24.7767,18.6133,14.8799,-37.9847,0.68051,-0.877089,-18.4216,-17.902,2.60878,6.87391,-46.622,13.8831,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
21,-17.6142,1.90968,-23.0385,70.383,25.2974,-34.2763,-6.29039,14.4446,-76.9748,-8.77472,-167.431,-32.5524,-31.3813,-54.0909,-76.6111,24.5636,-37.5983,-19.5081,-17.9826,15.9998,58.9332,-23.1201,32.1486,-50.8052,8.838,-34.6722,23.7387,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
22,0.240118,-0.147616,-0.426137,0.425673,0.119284,-0.0324466,-0.131335,-0.510277,-0.685643,-0.330788,-0.708292,-0.44928,-0.147702,-0.662801,-0.204345,0.319063,0.0591851,-0.773197,0.149418,0.453294,0.400379,1.25016,-0.634308,-0.834206,0.420203,-0.0672337,-0.296738,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
23,-9.57458,3.96063,-0.493059,1.71168,14.9581,-4.70828,1.97757,-12.3341,6.968,-13.3162,9.06615,-5.25142,2.09579,-11.7924,-8.74364,-2.76459,-2.72417,-19.7986,-2.72639,-0.00110271,-16.1131,6.00181,0.746783,-2.38606,6.3554,3.87857,-1.36233,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
24,22.335,13.2864,-0.487934,3.4321,-8.9457,1.27102,-3.52638,4.39101,-1.49331,-4.05553,-24.3201,-11.0809,-5.9351,-1.02394,-2.30809,-0.553716,-1.25756,-5.21047,-9.19309,3.43509,14.5584,0.562163,-7.87297,3.74117,1.74864,0.321201,-2.84554,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
25,-5.49435,5.46685,-7.13711,20.0847,23.8707,12.062,-6.52053,-2.11526,-3.38391,-4.75511,-24.7933,21.1923,-6.98135,-3.31411,-4.33896,-1.36356,-13.0305,-0.0795558,-28.2985,-11.1281,28.1325,-13.8861,30.878,-13.7546,-7.39719,-8.31798,16.7926,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
26,-0.655799,-1.93848,-1.85785,-3.89977,5.23265,11.4344,-1.77584,1.11676,-1.15641,-8.00967,-5.38063,8.10073,-1.28661,4.77043,0.69119,0.316938,-1.03826,10.7964,-7.49761,-1.85659,11.9714,-0.0921066,0.146289,2.76314,-4.96546,6.85663,-2.91085,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
27,-5.59285,12.5271,6.5805,11.842,32.9066,-24.077,-2.4744,-7.54809,-9.37407,-47.2436,25.864,-47.4893,-1.49718,-17.5679,-24.405,15.4897,6.44055,-3.81261,7.61064,44.565,-17.897,20.9948,-14.7632,9.01147,18.2869,-20.797,-0.753422,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
28,1.0004,-2.66603,5.99364,2.93133,10.8343,-16.6148,-2.87216,3.70231,1.52585,-2.70746,-13.8917,-1.23038,1.84861,-15.7261,-5.81262,4.29957,8.29288,-7.3495,-2.24945,24.352,12.3383,5.64977,-3.30294,-2.85446,0.0786253,-4.02023,-6.71064,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
29,-0.0179581,2.03751,1.42114,-0.436791,-0.25055,0.275372,1.53608,-1.1564,-1.25759,-1.80947,1.32854,-6.14853,3.17776,-3.38199,-1.70821,-0.882798,0.827918,3.23771,1.65553,-1.17574,-0.854075,2.87044,4.20882,-8.9349,-0.57002,1.63457,-1.06465,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
30,7.5221,2.19624,1.40574,5.62292,5.10452,-6.7391,-2.37882,9.45064,4.18483,-3.91185,-6.2108,-1.76917,-3.04464,-0.663304,-5.34914,-7.08096,-3.34542,-12.0857,-4.65556,11.9898,-4.07018,-2.57044,-4.80527,5.25636,6.47934,-7.19246,3.31043,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
31,0.193299,-0.315699,-0.0940565,-1.21039,2.46352,-0.393892,-0.625359,0.137028,1.11478,-0.81446,-0.486621,0.0924626,0.33072,0.262554,-0.236006,0.224864,-0.887005,-1.21568,-2.17556,1.49272,0.167617,1.43686,-0.56361,-0.499248,0.332688,-1.17291,0.76478,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
32,-0.41117,0.0877943,0.0270738,-0.27687,0.181179,0.436361,-0.0438843,0.0778164,-0.0762262,0.0692784,-0.986566,-0.100645,-0.194297,-0.239391,-0.442964,-0.18482,0.0914431,0.030006,-0.361645,-0.3526,0.63397,0.314299,0.163513,-0.775675,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
33,5.62509,-0.217904,-0.645663,-2.03156,-8.18086,-0.881642,0.795795,2.54489,4.31362,0.264078,-0.916798,2.15148,-1.44843,1.02108,-0.776592,0.5553,-1.29237,-3.68281,7.50927,4.85446,0.272179,0.815624,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
34,16.936,-12.1082,8.30263,-7.6255,-2.23166,-3.48553,4.24447,-10.118,14.0839,-20.0924,-0.0818079,18.5562,7.16639,8.34161,-13.0094,-10.3685,-8.75614,17.7629,-3.09811,6.61381,-15.0023,-10.3664,-21.8314,30.3534,-19.7494,5.74847,-3.03691,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
35,-25.5782,25.63,-5.42486,1.33237,29.4456,-15.9574,9.89389,14.3887,4.61544,-6.72646,-53.4477,25.4098,-7.44977,10.3761,-10.039,-3.91526,-28.1856,19.6884,9.52951,1.24007,39.6294,16.6394,2.76638,-31.9028,13.7729,-27.2221,7.34913,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
36,-3.74527,-1.72589,-0.856373,-0.728471,2.2594,-0.991724,-0.536424,1.6217,0.034542,2.98709,2.23878,1.49848,-1.80862,0.179492,0.855695,-0.487496,4.52125,2.1426,0.395341,0.744725,-2.11984,-1.20262,5.01694,-5.30619,1.25514,-1.71857,-3.04653,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
37,-2.28671,-0.388628,0.0912025,-1.20779,0.817196,0.807526,0.540707,0.0265045,0.0154451,0.738678,-3.31207,0.976711,0.123828,-0.130922,-0.23451,-0.00265011,0.792701,1.49303,1.23536,-0.910411,4.24472,-0.276524,-2.71344,1.79088,1.49496,-0.0335573,-0.818592,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
38,13.5885,16.7596,33.3895,-34.317,-39.9453,10.5586,-14.3802,33.6113,18.3525,-9.48873,-8.22393,-12.1522,-2.28091,69.2069,16.0395,7.33853,-11.4211,-5.24223,-8.52836,25.9627,16.741,-25.4102,65.5486,-45.0878,20.3825,-13.0572,23.5021,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
39,1.70509,0.26477,-0.529064,0.220389,-1.7091,-1.35356,-0.0223962,1.60079,-0.0607778,-0.2533,-3.9011,-1.4891,-0.861981,-1.75225,-1.00142,-0.783028,1.07463,-1.44989,-0.178029,1.38021,-0.0862845,-2.64423,3.38214,-1.79018,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
40,-23.3007,4.44351,-53.938,-145.503,117.596,21.6492,-14.8495,74.1855,115.341,35.9734,-224.525,-85.7065,-10.2352,43.6891,-35.7058,-25.3779,22.0863,149.628,-10.3681,-64.4875,89.828,-26.3356,-33.4007,14.1244,12.4797,-48.3513,-45.2879,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
41,8.46699,-2.90725,3.04919,-2.41606,-4.10051,-0.106234,-1.71833,-2.05438,3.64767,3.67708,11.5098,2.72765,0.0245459,-2.35191,0.469343,-0.606752,5.6386,0.756008,-3.1022,-3.19575,-6.33107,1.85974,0.791907,-0.877826,1.70157,1.23906,-5.84679,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
42,12.294,-1.10872,1.76113,0.779469,-3.36459,3.63584,-3.38639,4.32841,-2.83943,-2.8864,-3.50748,-5.10506,0.22655,-4.40594,-4.58409,2.16554,-2.85732,5.32173,-11.1091,0.877718,0.635519,-15.7661,30.2036,-20.0787,-9.42193,-0.480627,7.0943,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
43,10.507,-1.29492,3.12055,2.73851,-6.88225,4.99362,-3.21465,-5.80281,-3.36828,-3.18079,-11.6572,-0.97992,2.33896,2.65193,-2.1424,5.09958,-0.0255544,8.80078,-2.33822,-8.02495,11.2381,-1.00561,1.40341,-1.69245,1.46805,-0.531128,1.89117,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
44,2.78929,-0.67492,2.87005,-0.766809,-1.66703,-1.76986,-4.37498,-18.9737,-1.45628,-5.56112,-5.85677,0.928497,3.29421,-11.2429,-5.99276,-1.41324,0.878798,-4.97397,2.70183,7.74771,0.59206,-3.09074,2.98724,1.58818,-0.643107,-5.60802,1.89997,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
45,-5.9354,1.40386,0.526351,-13.7499,11.7409,2.06065,-3.24029,-5.81515,5.81518,-3.38407,9.63819,-9.45303,-1.97736,19.9875,0.320198,-0.900774,-0.264885,5.40219,-2.25383,0.696079,-18.2019,3.02053,3.304,-8.04736,-3.75568,1.4179,-1.03388,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
46,160.268,-37.3264,27.5829,-20.4414,-82.0692,-6.85166,-24.1674,22.8569,-17.2159,22.4066,35.6092,-40.1888,-0.377956,36.5276,16.6199,10.8787,-10.7426,69.2646,7.18468,-24.4556,-11.4839,13.034,-28.0597,15.9715,15.3037,3.67936,-27.3411,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
47,1.26294,0.680269,1.97958,-3.12116,0.732007,-2.11524,-1.97485,1.08353,-0.660533,-1.16826,-2.93779,-7.02941,2.2541,0.888135,-1.57244,3.20417,-4.25845,-6.18918,2.62868,3.06992,-2.42598,0.92331,-3.27199,0.571681,0.0465142,1.89294,-0.796026,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
48,-1.52868,3.15933,-1.13094,0.687751,1.16705,-1.58834,-1.2811,0.437117,-0.824601,1.22135,-4.72285,-1.16576,-1.30063,1.05506,0.968742,-0.614124,-1.36298,-2.88573,0.112841,0.561116,2.62033,-0.416399,-0.00940688,-0.359073,0.515823,1.06804,-0.676976,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
49,-0.806298,-0.0639123,1.74555,-1.08812,1.2298,-0.044295,0.283688,-1.42108,-1.24656,-1.2983,2.87542,-1.75616,1.28132,-2.91243,0.344691,0.658739,0.910299,-0.162199,-0.135877,0.136723,-2.80078,1.60368,-5.08292,3.30006,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
50,-3.05256,-0.114849,0.189043,-0.134617,2.58847,0.392035,-0.95881,1.1003,-0.59474,-0.16284,2.28856,-2.26816,0.662692,0.550747,-0.491715,0.176684,-0.0649747,-0.527974,0.49324,-0.500702,-3.82974,1.65601,-2.03717,0.00524865,-0.140327,-0.111711,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
51,838.853,-247.583,231.036,-35.8826,212.073,-376.818,-96.4819,-102.482,-71.6182,-94.6515,341.84,-81.3869,106.654,-45.5126,-58.8412,-99.121,-341.215,137.344,-224.882,332.958,-429.252,20.0094,53.3794,-30.1088,-100.47,-159.44,-214.25,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
52,4.12761,-0.158511,-7.00577,-3.81193,5.52298,-5.62163,-1.63333,2.89537,14.9615,-6.58062,-0.0841984,9.00456,-5.52551,29.924,3.40014,-6.15781,1.07267,-8.4403,-8.10205,14.2487,-1.94178,8.77855,2.87058,-10.7771,0.74116,-0.0728101,4.30007,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
53,394.101,874.066,-51.1896,-326.74,-631.305,-101.83,-466.195,281.042,213.193,268.662,494.537,-578.617,34.3672,-260.422,-145.599,-466.539,316.44,754.474,361.902,-476.952,-1066.14,501.28,-381.324,-779.892,442.11,-256.336,-41.201,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
54,29.6253,259.536,-45.1586,-7.71242,33.5145,129.457,132.808,162.641,-16.0788,-99.9054,-504.193,-183.199,-144.635,184.981,62.1707,-118.015,24.5888,44.8775,-237.467,-52.1698,322.984,-169.773,151.02,22.4593,-164.216,96.5061,-47.9996,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
55,11.833,0.405856,-0.955101,2.25974,-9.85777,2.09453,2.18009,-0.407778,0.125836,-3.35107,-4.03056,2.1454,-0.535774,-1.95078,-3.09613,-4.52211,1.79886,7.31401,1.30956,-4.14166,4.85564,-3.84685,4.83422,-2.69216,3.29167,-3.80117,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
56,17.3176,-1.45441,2.68665,-1.51819,-10.7716,4.52474,0.908454,5.63046,-1.55145,7.41436,4.74809,-12.124,-1.33708,-1.52847,2.3791,-1.38795,-4.13188,-0.205052,-0.31182,-9.86136,-10.662,3.68029,-6.45062,-1.24257,6.64598,-2.94727,-0.0823812,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
57,-19.6194,-12.3164,11.0282,2.73238,46.4659,0.193987,-7.72785,26.6036,-30.8429,-3.64366,-14.9027,-59.5462,-0.534216,0.995722,-11.6911,8.19419,-0.825105,-27.2839,-41.3024,-4.31121,-8.90862,-28.7913,26.8524,-12.8114,12.916,12.4477,-6.45918,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
58,-19.2653,0.311307,-3.64212,-3.50799,-25.9372,-6.4103,1.88874,15.4109,4.70662,9.96404,13.5171,8.36419,-5.46729,11.4193,9.16036,13.378,12.5443,2.46362,21.0988,-1.32615,6.34844,-19.6362,19.0637,11.9857,-16.202,15.1288,-2.73636,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
59,43.5044,2.17677,-2.67595,-9.92871,-0.829163,-17.185,-4.60693,1.08353,3.79998,-2.29721,15.6239,-29.5796,23.8639,18.7272,7.0931,0.800295,-4.07377,-5.14718,-18.6139,10.3951,-19.4547,16.5936,-30.4154,4.92153,3.02711,-16.9762,5.32616,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
60,-9.84429,0.341499,-1.16463,3.56766,6.38824,-4.86392,0.581368,6.52195,-4.8495,-0.991177,3.42733,-0.129103,-0.961902,-4.25575,0.436377,-0.315797,-2.42,-5.60162,4.55938,6.84112,-4.86021,-0.0627681,-5.06558,2.93323,0.298895,1.34368,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
61,-14.1963,-1.84456,5.93063,-2.48264,-8.73733,13.7031,-3.96747,-1.11,-2.14743,16.8568,24.5233,-1.98161,-8.02533,13.1608,5.86831,2.32517,5.01081,27.317,20.5498,-29.9969,-7.69119,-4.68117,-9.33202,14.9778,4.91586,-4.24072,-2.22425,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
