FILE_NAME:,
name=,core-0020220628043754.csv,
BASIC_SAVEFILE_INFO:,
,core_save_id,core_aim,core_no,year,month,day,hour,minute,sec,
core_save_id,0020220628043754,0,0,2022,06,28,04,37,54,
BASIC_NETWORK_INFO:,net_info_category,no_of_input_neuron,no_of_output_neuron,
,net_info_category,27,2,
DATA_LABEL_AND_OUTPUT_NEURON_INDEX:,
[data_label~output_neuron_index],100~0,200~1,
PATH_INFO:,
no_of_path=,171,
path_id,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,input_neuron_id,output_neuron_id
0,-3.47835,-0.608565,-0.807698,0.0900424,-0.760764,-0.357358,-2.78851,-1.85446,-2.5952,2.44675,-0.0535744,-1.06889,-0.271756,-1.95826,3.0357,-0.936895,0.385206,-1.03586,0.7118,-0.313774,1.06543,4.97161,-0.172177,-0.0630929,-0.018529,-0.665543,-0.152511,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
17,-34.2002,-10.504,-1.34553,-18.8521,-8.37642,-5.54874,-18.8832,-34.0663,11.3048,-7.33842,38.2846,3.52941,10.5456,-25.1811,-10.5164,-5.8033,-22.6648,7.83253,-15.4701,8.29067,16.9624,6.01301,-16.3813,0.24153,-8.14228,4.26308,10.567,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
18,-0.256209,0.806372,7.74142,22.0026,-0.43687,-8.43717,18.0788,15.039,28.2389,5.22185,12.7618,4.85687,-8.38082,0.62118,-10.9067,-9.59529,15.7554,2.15909,-14.9492,14.9498,0.923878,-42.7323,16.3451,-2.14878,30.7092,-11.5163,-9.18136,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
19,-51.2319,105.557,189.077,-127.801,-1993.58,0.645499,-272.414,-136.109,-37.4205,99.0949,76.92,411.736,-221.859,-36.2654,-45.4523,462.842,-9.04925,191.961,15.2036,-153.262,-63.7205,-138.122,468.316,113.107,-92.7496,490.495,9.46341,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
20,-2.99202,-7.62492,-32.9648,-30.654,209.989,-35.7439,23.1523,3.68678,-59.0377,-59.5043,-97.0837,-43.6392,37.0813,72.8283,9.588,-61.5531,66.0437,13.5066,67.4029,-26.6783,-16.7884,8.34079,62.8915,27.7343,21.6185,-9.66066,13.696,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
21,-4.80582,0.0562346,-2.65052,-0.960158,1.7259,-0.861689,-4.06592,-3.33323,1.40999,0.610177,-0.072158,-2.03779,-0.28281,-0.809911,0.892455,-1.703,-2.82183,0.155027,1.38193,-0.892334,0.526663,-1.57975,0.26873,-0.595125,-1.45003,2.51736,1.86951,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
22,3.35321,-3.01061,18.281,0.14334,-0.906112,0.078648,32.8704,-3.58313,12.2712,-0.362384,-4.97484,9.44397,-3.43502,-6.59348,2.61041,0.820449,-3.71837,7.04795,11.6242,-1.0026,-13.0387,-23.4271,-5.54378,5.60724,-5.92702,1.68108,-9.14889,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
23,-2.41926,2.2097,-5.91482,-7.59326,-3.12128,6.10198,10.0104,-3.91456,-8.51842,-8.59583,0.194113,-4.13245,7.74289,-12.3626,9.46686,2.12222,0.0825423,11.157,6.12705,4.48474,0.530198,-3.59364,0.858356,-2.42067,4.99221,-4.90056,3.2029,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
24,-7.56191,-1.08411,-1.57553,-1.07007,1.87699,-0.723728,-10.6555,-1.21386,-6.4244,-1.65755,5.16733,-2.01423,1.6457,-9.45499,2.31608,-1.39785,2.03051,-1.51914,-0.986981,2.94688,4.33798,9.23595,-0.0822563,0.676549,-2.26977,-0.214535,1.57196,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
25,-0.586771,-1.64421,0.0403321,-1.25749,-0.0761158,-0.475739,0.759687,-0.094252,4.68909,-0.109217,-2.98069,2.96499,-2.13016,-5.54705,7.61626,0.487669,-2.61741,0.969446,-0.276781,-0.346021,-2.30319,5.04646,-3.22146,0.480161,0.687316,-3.92258,0.484816,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
26,-9.68594,-1.04874,-2.2682,-4.52362,-9.46818,-1.09872,10.4584,2.31867,1.21873,2.23223,-10.9771,14.5551,-0.279295,31.5215,-20.2494,2.99509,1.8616,-7.97639,-9.52165,-5.5772,-5.37245,-7.03558,2.94382,3.41601,-8.14711,-3.89585,-4.4268,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
27,43.7391,189.362,-33.2308,9.58881,143.856,89.3193,-75.7369,-8.12542,53.5341,-31.0103,139.702,75.5248,-87.7647,39.202,-133.497,-167.959,-67.1642,12.7448,-23.2317,-21.2905,-12.0963,-21.7577,39.01,-6.89756,-0.529811,27.0881,79.3281,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
28,-56.8191,-19.0873,-48.6674,-44.5189,-22.0827,63.6955,-104.781,-42.5174,105.132,226.12,158.982,-119.966,-189.157,-61.9348,177.867,-75.3311,94.5254,-101.25,-89.4716,-21.7451,242.275,-356.47,-53.6681,-46.8142,-41.2791,163.438,43.4867,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
29,207.312,-23.3984,74.7493,63.0049,16.8677,13.8216,-34.2271,74.7583,-102.233,-66.7708,-68.9175,-25.8282,109.884,43.6308,26.111,32.0954,-57.0521,-38.2599,-54.5677,-21.99,37.4345,85.3124,14.379,17.1891,-50.5416,42.4873,53.7766,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
30,-21.0126,-42.8462,-19.0027,-22.0877,-36.0402,-20.3541,-128.363,9.27038,-137.226,53.7602,-24.3106,6.30837,-60.8504,3.0489,30.3779,32.224,58.8313,-17.4537,9.68805,-65.0374,33.4053,86.658,-107.509,13.3113,-118.593,58.2826,35.9321,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
31,-0.0608443,-0.251316,-1.20172,0.594878,0.0163807,0.614094,-0.395734,-1.11674,0.026121,0.0118083,0.110166,-0.512264,0.768829,1.30396,-0.646351,0.130608,0,0,0,0,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
32,-27.813,-11.5645,8.31326,26.8659,-63.5931,-50.2458,31.4742,-98.5663,13.6579,139.829,19.0662,-152.095,-86.9779,-102.89,58.0049,0.223281,39.7015,108.376,285.499,-23.2832,-81.5922,-121.322,51.1094,-30.4151,-25.0925,26.9522,-126.648,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
33,-0.771586,-0.551541,0.965412,0.828938,-0.244197,-0.378691,-0.438425,-0.469734,-0.366588,1.73364,0.533727,-1.35674,-0.500793,-0.142977,-0.562644,-0.707004,-0.0453513,0.461221,1.56583,0.507879,0.0222477,0.82169,0.0233989,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
34,-0.882661,-0.414048,0.0214295,-1.08281,-0.256661,-0.634549,1.15082,-1.21487,2.26746,-0.181113,1.66504,-0.0359008,-0.162548,-1.38928,1.27883,-0.684877,-1.24719,-0.140813,0.222831,-0.485534,0.851784,-1.72115,-1.29926,0.00673542,0.95508,0.115384,0.273109,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
35,4.2112,-1.68093,5.55931,4.53558,-5.9348,4.19575,13.1733,-4.77585,10.2208,-6.09152,-5.72031,-8.36229,5.5457,-2.80325,13.0033,2.18316,-4.22733,-0.138492,8.92136,-0.644263,-0.0191716,-17.9838,-1.503,-1.53579,2.84519,1.16931,-4.26922,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
36,3.42697,1.08176,-0.92297,1.68909,0.650032,-1.96009,1.49779,-0.197421,-3.37493,-5.01735,0.239557,-2.43948,3.55422,-6.51528,6.57414,0.0710302,1.61482,1.90336,1.54691,0.174684,2.61823,0.996155,-1.59348,1.68176,1.64163,1.25572,-0.43777,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
37,-18.7713,-27.2918,23.6198,14.1069,128.989,-13.8971,-14.666,-8.4339,-6.51839,20.5731,32.25,57.4338,-43.3975,-95.3673,51.372,-40.2387,-21.6374,-30.8968,-24.4515,0.246136,-24.624,-52.5503,13.2418,-14.0648,10.664,35.2868,20.5599,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
38,0.661843,-3.17014,6.51547,-0.115203,-2.06781,-4.76268,26.0206,1.30005,23.0273,-9.58679,-18.1542,-6.5229,6.97938,2.84541,3.6615,5.87668,-11.5808,-9.28603,30.9964,-3.1563,2.74336,-32.9742,-32.5595,3.26206,-6.54104,16.9738,-5.43946,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
39,-72.6865,-7.3984,-2.0207,-1.33516,-10.4326,-6.56838,22.9262,28.9579,24.6766,21.3563,17.9197,0.731881,-50.6472,1.00761,-12.3839,-5.03636,-1.40902,-45.7173,-46.5718,14.6577,60.359,-62.556,59.5761,3.27668,-0.957674,-42.3839,-15.0315,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
40,-3.8851,-7.13972,7.77428,4.07897,-0.393935,3.84279,11.6314,-4.06114,19.1597,38.7072,11.8219,-23.4999,-26.4831,-16.0648,13.7398,2.68781,3.25727,-4.91287,25.3095,-23.2201,15.4017,-46.3442,6.40511,3.8263,-24.9637,0.412217,-16.4818,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
41,-1.99075,-1.56353,1.43829,0.296136,-1.24336,-1.58158,-3.0768,1.01325,-2.80101,-1.30124,1.37241,5.17857,-2.94964,-6.04541,2.12111,0.12618,4.83163,1.14377,-2.4111,0,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
42,-2.26882,-1.02767,-8.43636,7.95378,-1.97389,1.00523,18.2393,-7.72053,4.4827,14.4658,12.7698,-0.500558,-12.2019,-8.11235,5.53776,1.57915,0.933864,9.67742,5.95077,-3.73887,-8.80584,-24.5476,6.33089,2.35081,6.81507,6.31647,-9.73112,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
43,1.34466,4.13801,-4.5596,8.85028,1.57313,1.2029,-22.8688,2.58863,-12.3963,7.62518,12.0664,13.0012,-1.74377,-26.8038,10.024,-1.46441,7.0741,-4.73095,-9.32056,-0.401372,2.89308,18.3082,-2.4282,-2.88572,2.97477,-1.9328,5.78128,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
44,-1.0609,-9.93785,237.435,12.2552,8.53166,-91.9444,338.577,-45.7381,6.10771,11.4488,-11.3303,87.3607,53.5477,-49.7597,-69.0783,-10.4225,-52.6052,5.02467,123.862,-9.55461,-168.998,-16.1302,-51.7478,45.8079,-35.3706,-5.51161,-180.788,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
45,0.417023,-3.70092,27.8398,-7.50072,-0.480206,18.4194,-8.87457,12.7337,-44.5856,-3.22831,-16.505,-3.1151,7.87521,0.904645,-6.56815,-10.2069,13.1636,69.3977,-20.1629,-4.37909,-20.8881,57.2867,56.0063,-6.54164,-4.27671,-59.5287,32.0359,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
46,1.55408,-0.059529,1.82738,1.00759,7.67675,1.01057,-3.26536,-1.43288,-2.18089,2.72421,3.85316,-0.339838,-4.00354,6.74132,-9.42703,-4.17478,5.73004,3.7389,-0.887238,0,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
47,246.075,67.902,119.286,289.506,41.3841,-4.92062,564.086,-21.5566,222.63,-140.472,114.081,-278.457,-128.04,61.3548,-123.286,-24.9034,-263.688,-109.715,442.167,374.788,-18.8866,106.33,-168.185,-65.8756,635.917,-186.321,64.3078,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
48,-0.291616,-0.101735,-0.00471726,-0.316461,-0.20889,0.526357,-0.0483671,-0.61371,0.555596,0.0781586,0.163132,0.023051,1.0625,-0.14592,0.37457,-0.806488,-0.0802322,0.949483,0.0947128,-0.203939,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
49,0.0297122,-0.0787266,0.333507,0.336359,-0.305385,-0.338365,-1.97801,-0.531554,-1.39481,-0.701638,-0.0445559,-1.01373,-0.206557,-0.278582,0.0227049,-0.197507,1.10023,0.859351,0.770981,0.637205,0.12843,2.46685,0.080695,0.348494,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
50,-235.176,1.11864,67.3363,12.3888,5.21813,-29.5594,-20.7026,9.01787,-45.1899,-41.7684,-75.9778,-17.5491,62.2111,51.5241,-33.865,-63.1596,-9.7558,85.5667,46.0025,-17.1568,9.31244,159.072,-87.6738,6.66254,17.0929,-67.3761,108.858,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
51,0.115404,1.35822,-0.832973,-0.615082,-0.103536,0.885948,-19.424,-1.91749,-14.5146,9.74733,4.62722,2.7116,-7.67423,9.07121,-8.50604,-4.93562,12.1511,-3.02673,-7.53032,-1.45867,6.16796,21.8215,-1.43686,-2.05159,-1.65306,0.396472,1.22708,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
52,-2.43652,-67.8818,60.4643,13.4017,18.1119,-21.8059,58.0874,54.9444,75.4634,136.786,5.69699,-0.396436,-65.6617,101.007,12.1535,-6.86911,36.9092,-114.747,-105.638,-86.3776,54.6833,-348.02,82.7185,-20.4467,-7.26247,81.2958,-10.1914,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
53,-0.311473,1.21823,-0.303895,0.0122204,-0.350598,-1.00985,2.74868,0.331407,-0.849761,-1.94842,-1.18717,-0.430054,1.27346,-0.666207,0.585537,0.129804,-1.02266e-06,0,0,0,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
54,26.2639,-22.8721,56.9171,5.22116,-2.86359,-0.895752,9.08246,1.29262,-6.45219,11.9413,-31.1412,40.923,17.7443,33.0836,-17.8434,0.683338,-19.1584,-10.9322,-26.9898,-18.9618,-22.7526,30.3124,-22.967,-4.60707,-42.014,-8.32089,6.53293,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
55,1.18233,11.1084,-22.6943,7.75949,1.49834,-2.33548,-11.2624,4.1949,8.82874,-5.04569,0.664858,-16.3995,-1.98813,8.67901,-4.63047,-1.43968,-6.53177,-9.23322,14.827,11.4409,9.00628,-9.12037,-9.33674,-4.82504,22.3195,12.9208,13.1741,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
56,0.171432,-1.68178,2.43085,0.978753,5.71341,-0.43802,0.575436,0.418738,1.437,-0.384687,-0.36325,3.007,0.0789749,0.368594,-0.31325,-2.14225,-0.713462,-1.86076,-2.2089,0.00676652,-0.343525,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
57,-29.3813,-11.0666,-3.5785,-16.7451,-8.6186,1.00278,13.0458,-0.931221,11.933,0.961693,-4.02693,22.3726,-8.82125,26.0853,-7.19195,-2.43869,-3.64098,7.18017,-27.8387,1.7432,-11.7887,-16.8391,10.4396,9.0428,-2.11754,0.194398,-0.962277,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
58,-65.558,-7.27886,15.3241,-10.8731,33.499,-19.2133,92.2066,-47.1351,-43.4487,-28.3351,-4.36427,4.08287,17.9994,10.3674,-40.9912,9.66329,2.93989,19.3352,21.3705,-3.09226,-2.21423,-59.3993,15.8901,19.9506,-17.1335,-51.3077,1.9751,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
59,1.90313,0.873434,-0.63072,-0.245211,0.0479061,0.684851,-0.491039,1.41818,-0.0563114,-0.290084,2.40595,2.4282,-0.54051,-3.33926,1.11342,0.549323,0.147096,-1.68533,-2.11378,-0.957109,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
60,-28.197,9.97142,-27.3887,-7.33068,-61.9231,11.0097,-24.7862,3.41004,-13.2858,-7.12652,-3.68576,1.48585,5.62868,-36.9674,34.2527,19.01,-12.1875,5.93412,-5.57437,18.0574,3.38006,27.8393,6.65993,-8.061,9.68669,6.76745,13.4596,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
61,123.762,16.1758,-16.2135,40.5866,15.8015,-21.7932,34.2348,42.0383,-33.6969,-46.7576,-13.1627,18.1014,44.5535,-10.3399,-81.0052,60.4752,-13.1029,47.0558,-12.6796,43.0493,-46.8389,67.2602,3.08268,-6.78567,23.4577,-79.4843,36.351,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
62,126.012,18.2727,-11.7268,30.5062,-1.10193,16.3364,12.8795,-25.871,39.0691,-67.4302,-66.5255,-81.6055,79.4878,2.3818,78.8056,9.2002,-24.1916,26.0831,19.9807,23.8974,5.38905,-40.0629,68.0298,9.13514,13.2031,-44.509,8.79377,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
