FILE_NAME:,
name=,core-5520220628043754.csv,
BASIC_SAVEFILE_INFO:,
,core_save_id,core_aim,core_no,year,month,day,hour,minute,sec,
core_save_id,5520220628043754,5,5,2022,06,28,04,37,54,
BASIC_NETWORK_INFO:,net_info_category,no_of_input_neuron,no_of_output_neuron,
,net_info_category,31,2,
DATA_LABEL_AND_OUTPUT_NEURON_INDEX:,
[data_label~output_neuron_index],100~0,200~1,
PATH_INFO:,
no_of_path=,140,
path_id,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,input_neuron_id,output_neuron_id
0,33.2849,-64.0026,-14.4323,24.36,13.759,-9.3224,15.7809,6.46642,-37.9734,-19.6462,2.3061,-34.9706,-210.446,123.567,75.1527,45.891,-52.0352,-24.7005,-88.1305,11.8214,28.4928,-3.50729,3.21909,2.32624,38.4262,-54.3386,8.34407,-313.745,4.31155,-316.338,-26.1495,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
14,-0.747671,4.04037,0.0363988,-1.61191,1.3852,-1.05403,-0.239713,-1.31007,-2.18478,-4.11878,-1.98266,12.0173,-0.843909,0.117548,1.39787,1.47646,1.0252,-1.11204,0.0263558,-0.211796,0.0046919,-2.48994,1.28284,-1.13785,-0.14032,-0.00888334,0.0514516,-0.25217,-1.80534,-0.0373655,-0.47282,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],1,
15,2.02097,-0.0266498,-1.2914,-0.438769,4.45337,3.71452,-4.38934,-0.328081,-1.34203,15.3882,4.41772,-35.6487,-2.22076,-0.0191283,2.7138,1.8283,7.58264,-10.7603,0.0629419,-0.259535,0.0460425,-0.286479,-0.134637,0.162244,-0.366534,-0.0519534,-0.13512,-2.99013,13.152,-2.45898,-0.839967,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],1,
16,-1.20691,1.7306,-1.61324,1.16566,-0.305524,-0.328757,0.754144,1.90547,-3.29011,-0.574809,-1.02633,-2.17936,-1.38517,0.682316,-0.517317,-6.19922,-4.81229,4.09092,-7.93868,0.781823,5.85652,0.590026,-0.809001,-0.896508,-0.49534,3.57741,-8.64689,2.98627,2.29515,6.33797,-2.81166,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
17,-2.34774,-1.82372,-1.29819,0.70746,-1.81886,2.18363,1.61009,-8.85758,6.91871,0.638406,-2.56381,1.10961,3.1806,-1.85684,3.32502,-3.90659,-2.41267,2.91231,-2.25672,-0.681377,1.07278,-0.564853,-0.38097,0.554116,1.78093,-3.93438,3.1775,-3.81849,0.601261,-3.13278,-2.4319,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
18,-681.64,49.8508,40.1501,-196.272,-60.8975,191.94,201.094,-835.587,909.723,-269.874,-137.882,13.3517,198.243,-86.3002,157.294,324.331,-41.3339,-898.303,-458.135,86.3516,201.206,-64.3268,54.2554,7.54943,247.05,-110.553,-303.314,-650.097,194.048,-557.755,-240.541,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
19,6.89969,0.553854,-3.20623,-2.17836,1.0965,1.22168,-4.32753,10.4136,-4.95308,-1.36704,-1.42719,-11.2436,-8.5014,1.50795,3.45638,-9.02275,-1.4033,7.88827,3.69697,3.53421,-3.20422,-2.65929,1.16347,1.5387,-1.74931,-3.4191,-1.75768,-9.58082,1.70358,-0.584772,-2.09272,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
20,-5.39852,1.96887,-1.14301,3.35729,-6.45381,7.13852,-2.39411,0.754568,1.03247,-1.93879,-2.12032,1.28197,7.40317,-1.71792,-1.24677,-2.94757,-7.11822,0.948462,0.942381,0.695305,-3.59076,0.343158,1.25293,1.29536,-0.0890085,-2.65813,-1.08758,-2.95478,-0.617123,-4.52646,-2.25324,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
21,-69.4782,-8.33132,26.3845,-11.3204,120.788,-86.0162,-56.7357,9.87409,76.3444,-123.568,-50.2309,-177.2,-46.8,44.1958,52.5182,-63.5381,-93.9077,172.181,-28.4479,-16.7007,63.0057,-27.567,3.8102,16.1431,2.9497,9.76491,-104.942,-102.38,-28.7647,93.6996,15.1021,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
22,-174.423,-3.39551,3.83833,-8.05784,-60.4086,67.6791,166.745,0.824775,-92.9894,-448.534,-175.641,35.4034,-173.466,-18.5254,0.453921,-266.825,89.5714,173.891,281.187,298.563,-285.826,-29.487,-0.933156,76.1298,-57.3703,216.603,-543.757,-212.174,-178.445,262.136,-41.4863,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
23,0.67518,-0.697084,1.08512,-0.550705,0.3482,-0.312925,-1.30932,2.31675,-0.524103,-0.249382,3.54636,-1.47141,0.519907,-0.557446,-0.476255,0.968306,-0.115834,0.564657,2.18393,-0.725577,-1.5959,0.146565,0.00756927,-0.0297235,0.223817,-0.159206,1.60972,1.0423,-0.765706,0.250612,1.87094,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],1,
24,6.57206,-3.55319,12.0786,-5.11819,-3.97609,-3.61761,-19.8564,33.6469,-13.9171,-0.110863,3.90568,-42.4658,-8.8673,6.45836,-7.48429,-17.3476,-1.94286,10.6285,-2.35963,-0.0853082,-1.70742,1.25253,-0.265824,-2.57954,0.998139,-1.98059,-1.86824,-15.4554,6.48845,6.49274,-2.92667,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],1,
25,-0.491318,3.23407,-1.40803,-1.54418,1.05055,0.500557,-4.6515,4.67604,0.119586,-5.24282,-7.22626,8.39623,7.85526,0.0224718,-1.90309,-7.1842,-8.9656,11.5242,3.58473,0.611258,-3.25289,-0.203012,0.00809687,-0.138009,3.1287,2.21147,-5.69926,10.327,16.1688,6.71708,0.127655,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],1,
26,-1.2482,4.57527,-1.17303,0.393985,-1.59082,1.15981,0.777213,-2.00146,-4.35907,2.71935,-4.1003,2.02678,5.61678,-7.18342,1.48774,-2.08048,-0.83125,-0.381467,0.611135,-0.302744,0.0816891,-1.47732,0.0847497,0.106542,-0.746049,0.254686,-1.64835,-0.979938,4.63294,-1.70664,-1.16999,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
27,4.00857,-0.61848,-0.0715955,0.934358,-1.42972,0.275237,-2.5984,2.62561,-1.22167,-17.5774,0.0728072,0.312128,-4.43567,-0.294898,2.57146,4.36206,-2.17683,-2.5053,5.55009,1.76895,-4.35686,7.53263,-0.101551,-0.251563,1.97318,-3.57306,3.13028,2.58809,19.6028,1.09181,-9.6688,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
28,-8.45029,-79.8574,23.661,-3.78089,3.18147,3.99641,-1.58102,45.7705,16.9514,-39.0106,-3.03168,-16.2482,-8.91005,8.36686,28.485,-52.857,-3.90243,70.8145,90.9661,37.8892,-70.9679,11.4814,-0.209978,-1.09993,-44.3899,3.88437,-12.5657,8.97194,-19.7165,32.4419,-1.62435,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],1,
29,-1.4197,1.75895,-3.45679,-2.65295,2.08113,0.465055,1.22572,-1.81004,2.67087,17.6561,-5.61905,0.48748,1.5949,6.42601,-3.22378,-10.1635,-5.10141,7.36823,-5.56904,-3.68248,0.020832,7.59152,0.00708517,0.0401035,-1.26864,8.90069,-8.3236,20.2055,-41.5277,20.2885,21.5263,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],1,
30,-79.1318,-0.96333,42.949,32.1338,-12.7818,-9.78572,27.5126,-18.701,-7.43355,-2.20529,21.889,-24.0685,57.3271,-32.894,-12.4339,-60.5489,-29.919,63.7051,-5.85453,4.40029,-7.97525,9.00765,1.29813,-3.27133,-14.64,14.2468,-13.5023,-10.9898,-36.1688,7.71801,21.5523,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
31,-76.4119,38.8769,79.3015,-67.8565,25.4597,36.4668,-5.35171,227.876,-80.2456,18.3834,-83.7387,79.0558,-113.993,127.639,-46.1016,104.903,-65.7223,-142.008,-113.4,-176.53,87.0387,-29.7387,21.5377,22.7732,126.176,-158.791,151.542,-260.218,-311.107,-179.806,104.645,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
32,4.02177,0.383908,1.32847,1.43656,-0.77629,-2.0626,-5.75875,9.82284,-3.73774,-26.8595,1.18547,5.26451,-0.671133,3.14507,-0.753166,1.21634,-0.180186,2.20154,-0.0679185,0.72777,-8.84389e-09,15.8706,-0.750687,0.570891,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
33,-1.93698,0.0548204,1.23201,-0.811694,-0.212937,1.25727,-2.27911,-0.240178,1.73427,-1.22282,-2.52926,-1.55966,7.64803,-5.7059,1.38341,-2.29411,2.61492,0.215105,-0.012045,1.13266,1.55199,-0.753164,-0.0391027,-0.0167404,-2.22659,-0.583528,-0.926264,1.67731,3.55091,2.26531,-3.63417,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],1,
34,1.28942,-0.658354,0.0150241,-0.0154642,0.00182796,-0.0834891,-0.10276,0.0645322,0.526877,3.57013,-0.247794,-0.706552,-1.56037,2.19449,0.150607,2.25449,0.483411,-2.13261,-1.71496,-0.869929,1.2593,-0.03445,0.00406707,0.0437227,1.13197,0.316368,0.214071,1.32274,-3.73377,-0.665591,1.44411,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],1,
35,-4.11455,-4.64873,2.56254,3.99716,0.464248,-1.90924,5.83238,-6.43274,-0.954761,-1.11517,-0.504889,2.27707,-1.9992,-2.99528,2.80427,-0.117858,5.93147,-3.82198,-1.87356,0.33469,1.06765,1.65438,-0.482131,-0.476005,-0.327178,-0.329105,0.537094,1.22318,0.901287,-0.00271311,-0.795168,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],1,
36,-5.9755,4.64777,-1.87833,-2.04842,8.19727,-7.25843,6.46747,-7.45975,-2.94398,-6.04886,13.0708,-6.39066,-14.8694,6.13422,4.40587,-2.1047,-6.82349,6.87729,-5.92707,-11.4352,3.98335,-0.657966,2.21034,0.524777,8.01797,-12.791,23.8449,-18.2772,61.2171,-32.2256,8.38389,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
37,5.00894,-1.62717,-3.69556,-0.714905,-0.619464,2.00802,-0.865837,1.63286,-2.43881,-7.12928,6.86519,4.06201,-9.56488,3.87607,3.05456,0.639138,-0.0646596,-0.596384,2.91656,0.492753,-0.695089,-0.520405,0.808255,-0.828329,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
38,10.4037,-11.0234,-2.94038,14.6079,8.65897,-3.03797,20.1533,3.5426,-20.8281,-19.9563,0.129917,-40.2926,-99.6094,70.538,12.7198,-33.0956,-7.82589,11.1061,-40.187,-32.3655,15.9303,-0.911002,-2.38662,0.0243196,52.6804,-27.5269,13.4461,-48.0912,43.5722,-18.7472,20.1855,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
39,-1.61387,0.210044,0.371252,-4.12307,3.04416,-1.95349,9.12905,1.90549,-5.65074,4.62296,0.131037,-0.757775,-9.034,3.13195,-3.89775,2.23707,2.24505,3.91766,2.66959,0.0170944,-0.764088,-4.03596,-0.265001,0.958107,-0.746045,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
40,0.983551,4.85007,-3.96538,3.15707,-5.33003,-1.03441,0.66671,-9.69277,-0.222938,-2.70745,4.6509,3.65057,-0.25621,-0.747105,1.93055,2.13187,-0.571044,-0.274269,-0.483911,-1.43557,0.451389,-1.21215,-0.0484912,-0.375583,1.95276,-0.436052,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
41,4.94121,-4.53642,-7.65978,11.3185,-18.9782,12.9685,7.69073,4.29224,-11.3741,-10.8016,-6.2574,26.0563,-9.73765,-7.2621,6.39233,1.43878,-7.74066,4.28363,38.523,-7.99332,-18.8116,-2.42754,2.11534,-1.84971,-4.15978,-5.29161,14.8016,-2.66272,20.9202,-12.9577,13.4676,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
42,12.8512,3.03213,-0.969917,-37.2201,54.7083,-43.0626,-8.83084,132.58,-45.7469,-302.278,35.4362,-128.69,-65.8572,38.9673,-44.2277,-54.437,27.3563,-16.6483,-5.04075,1.17931,-12.7484,-2.32296,3.79696,-4.70004,19.5325,35.8456,-51.9362,-687.809,842.909,-670.677,118.439,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
43,-85.0808,53.4644,-19.5357,29.8433,-31.9894,7.65566,16.5782,-89.8201,20.3296,-8.0898,28.8243,-147.146,24.302,-28.1676,6.10744,-28.7824,20.1562,-39.7657,-2.1611,17.9826,10.77,0.00317835,-9.54709,7.71622,-16.4922,29.0379,-73.265,-20.5662,-73.6121,86.8688,-31.6222,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
44,-41.1112,5.15052,20.8698,-5.85155,21.6693,-15.2363,19.5842,12.6839,-6.87264,-17.0998,-10.5615,0.0794511,-19.4757,18.4112,-13.6499,-60.6497,1.34606,26.2214,42.4776,-0.479382,-18.0493,-8.15357,-1.7967,0.195993,-18.0079,-21.806,15.2446,-369.307,-126.431,-319.122,106.218,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
45,-1.89164,-4.96985,6.0127,2.8607,-3.95335,0.309789,0.714631,0.783466,2.61058,8.59733,36.0076,-12.6945,2.06421,-5.27368,0.407986,0.794767,0.229275,0.595864,0.323717,-0.142978,-6.02115e-06,-16.2528,-0.334639,0.302786,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
46,6.43667,-13.5702,4.52982,13.7155,-8.07325,-3.14512,3.73526,-4.51514,5.807,-6.73053,12.4212,-5.06082,-10.8946,4.48165,-0.239418,-3.86017,-2.93311,18.1924,-2.29689,5.66234,-1.63471,-2.61357,-0.115688,3.66471,-2.29984,2.59764,-2.3463,-2.83157,7.39115,-5.30834,3.85374,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
47,72.0414,-21.7378,-13.4692,21.7824,16.3911,-21.6763,-15.5278,43.9234,-47.1485,67.7984,9.40671,-25.3815,-106.475,65.2304,21.4856,36.9554,-18.6044,-21.2239,-18.1874,-31.915,2.35849,27.1537,-9.57285,-11.2596,40.0574,-25.5399,64.2363,53.6702,-67.1354,31.4609,36.1707,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
48,4.8836,4.01494,-8.68899,1.10433,8.13886,-7.32873,9.6164,-4.12552,4.40292,12.8469,-8.91537,2.51778,-13.4887,20.7588,-7.90072,7.83892,-11.2003,4.62869,-47.6111,-2.69254,28.4456,-12.4545,3.83588,8.53374,17.7827,-6.42034,-5.77899,-7.02747,-23.7261,-8.57186,-9.44977,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
49,2.88604,-1.7532,-1.85094,-1.11583,-1.735,2.30836,6.22054,1.22829,0.333184,-2.85176,0.320762,-0.774309,-9.88131,6.7875,-4.88507,1.10733,5.04383,-4.34812,3.3752,0.780872,-2.85532,1.1974,-0.68323,-0.275495,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
50,-6.46177,-8.92165,-1.42458,23.1905,-7.77518,-0.149154,16.7766,-15.2752,-12.4517,-7.26813,6.06532,-73.1207,3.96484,-5.20706,18.0451,-23.4919,36.5487,-1.46094,-87.5413,-30.7522,82.9395,-13.1778,2.18427,2.02023,25.6131,-15.1043,1.48227,5.88373,-51.7161,67.5754,-23.2646,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
51,-2.17501,0.259979,1.66266,-0.444461,-1.54687,3.85617,-2.9964,0.100589,4.18101,-4.89816,-1.78726,2.50444,5.33014,-2.89959,1.13424,16.5183,-5.38474,-8.80097,-6.54017,-2.52633,4.49303,0.449463,-0.162302,-0.399675,3.76244,-5.17856,1.28669,20.7333,-24.7107,29.5703,-9.56406,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
52,-126.083,29.9156,-23.3488,16.019,19.3834,-54.0105,101.613,5.14044,-30.8086,-102.217,37.1367,41.5964,25.7032,40.5125,-105.555,-16.3547,16.6917,-11.1814,-107.769,-43.3613,54.7508,12.9698,-10.8449,22.1161,-22.7833,47.2896,-111.455,17.4187,18.6863,72.3121,73.3118,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
53,-0.360572,0.869405,-1.11981,-0.00863035,-0.100545,0.406389,1.82377,-2.53818,-1.78284,-3.9832,-2.06263,-2.5149,-3.11148,0.227912,1.32816,7.19888,-1.16136,-3.58608,9.01639,-21.6492,-1.76101,1.25769,-0.442798,-2.19976,15.3861,-16.8758,26.6705,-92.4169,5.15667,-93.4774,38.5806,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
54,-21.6282,4.93577,10.7287,5.08861,-0.896817,-6.0077,-4.55342,7.67279,-10.0948,-15.0903,3.75011,-15.7648,-11.8604,-0.51651,9.2471,4.65601,-1.3253,-14.8626,23.7274,6.46149,-13.1399,3.81126,3.2104,-1.13348,7.98477,-4.05799,-10.2203,-22.0009,24.6472,-28.8117,-6.75449,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|],0,
