FILE_NAME:,
name=,core-2220220628043754.csv,
BASIC_SAVEFILE_INFO:,
,core_save_id,core_aim,core_no,year,month,day,hour,minute,sec,
core_save_id,2220220628043754,2,2,2022,06,28,04,37,54,
BASIC_NETWORK_INFO:,net_info_category,no_of_input_neuron,no_of_output_neuron,
,net_info_category,27,2,
DATA_LABEL_AND_OUTPUT_NEURON_INDEX:,
[data_label~output_neuron_index],100~0,200~1,
PATH_INFO:,
no_of_path=,159,
path_id,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,input_neuron_id,output_neuron_id
0,10.6029,17.7707,66.6246,-28.6981,-18.6537,16.1071,27.7975,4.57763,45.3937,-22.8455,-52.2768,-46.6724,-70.6118,27.0267,3.86989,-81.7617,53.8305,12.5462,35.0648,62.2751,-32.8492,59.695,-24.1422,-33.6912,-60.4804,-6.55044,-21.8006,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
11,0.247056,1.4401,0.853962,2.37599,2.01861,-1.39032,-3.17091,-0.225743,0.117218,-0.524425,-5.00913,-3.09401,0.579702,0.25433,-0.529238,-3.20558,-2.27237,-1.0468,-3.30235,3.40273,1.13972,1.85367,1.44234,-1.20929,-1.44958,2.1603,-1.72151,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
12,-3.20661,-5.70774,-5.68193,1.91985,4.50166,5.15636,3.47115,0.051619,-4.93815,-0.323041,1.09734,1.25973,0.52915,5.37832,-1.22466,4.29181,-5.7559,2.69765,-1.33891,-1.44336,1.75781,-7.28789,6.47339,3.29637,1.05688,-1.42077,-1.09755,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
13,-3.16532,-0.438082,2.09631,-0.242871,0.319215,4.6862,1.25869,0.21619,-1.28214,-0.866929,1.76218,-0.0363457,-6.3797,2.68888,0.977565,-2.49144,-1.44679,-0.438864,2.42337,-3.0757,2.41881,5.10163,-4.57225,-2.73109,1.80545,-0.707763,-0.337558,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
14,6.54523,197.275,409.412,-475.441,-526.627,-67.7291,-207.777,103.77,673.853,-62.2206,298.139,19.649,352.46,404.608,-51.3518,-1528.28,1980.19,-981.629,213.61,311.65,-39.8526,-352.452,-84.6085,-524.27,-372.721,-38.9344,-86.381,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
15,6.7816,-9.10719,10.6262,6.78554,-11.0661,6.9741,1.30506,-8.75383,-18.0891,-4.73787,-11.1227,-7.63797,11.4415,62.4364,-5.04419,-57.2124,-46.6722,58.7866,7.36122,4.82801,-8.88365,-14.5767,-7.93604,-15.0959,2.86462,4.91689,3.14888,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
16,200.36,-69.4115,-8.89025,208.504,363.681,-143.108,-112.85,-159.854,-144.621,-191.336,-325.365,-752.626,136.245,-153.119,-34.3897,92.0985,-806.026,849.69,-145.083,262.856,354.792,-246.282,5.84804,-202.857,-81.266,-104.877,-174.907,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
17,-77.8115,-45.9989,-237.641,20.6213,-7.36758,-35.9231,127.201,47.8794,-136.219,-24.9771,4.52393,273.62,433.419,-62.2442,5.92901,360.933,-280.074,81.5486,1.33759,-13.5762,-1.16948,-297.23,35.6178,-40.2034,-75.225,83.166,16.0129,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
18,-1.43045,-3.02885,-3.89458,-4.69369,-0.304389,-12.9087,-1.46316,5.15827,14.8547,1.71239,1.24594,-17.911,11.8913,6.63416,2.68569,-0.719552,4.41452,-5.17947,5.70839,2.47118,-0.0790406,-12.7486,-4.00987,-9.27245,-1.45936,-5.84506,-0.0729566,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
19,-53.6254,-304.519,769.947,-113.661,208.306,60.8485,855.223,-89.3695,-96.7921,698.322,283.985,650.581,-306.327,-102.871,106.246,54.3698,-451.176,1566.59,129.088,-474.88,81.6462,-133.784,-293.656,375.442,-135.222,330.286,552.421,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
20,0.0472147,-0.587396,0.405586,-0.747138,0.369257,0.208424,-0.279933,-0.0534506,-1.59799,-0.12944,-0.709613,-0.655997,0.722321,-0.601135,1.15327,-0.79877,1.11753,-2.35665,0.465717,0,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
21,53.2753,-16.169,40.6386,-41.1894,-48.8872,39.955,2.66645,-41.39,-3.88903,22.2635,21.3156,-35.9473,-46.3258,-21.7989,-20.4336,-61.5339,136.966,-15.0465,26.9886,41.7058,-48.9813,16.357,-12.1177,-44.0553,-9.94402,42.4293,27.3577,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
22,-6.12593,-3.97298,-13.1707,5.96263,0.876941,-5.00327,13.7525,2.3196,-6.84171,4.77492,-2.05919,9.55412,-1.96579,-8.60526,0.538361,24.7533,-26.3298,4.5764,1.03511,-13.0023,2.47485,5.61896,3.99692,7.19829,8.4694,-7.11639,-7.28784,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
23,-12.3477,0.98179,36.9635,-24.1812,-30.0012,16.6101,0.465926,-12.3032,-2.00129,17.2327,-6.12185,-18.9419,61.1267,-27.735,-20.4031,-27.4447,80.2328,-2.25518,-11.1339,-12.645,-49.7662,-51.853,-11.4817,1.17542,-22.2521,63.5214,14.9373,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
24,-0.274507,0.768724,1.04183,0.656001,0.0210191,0.613492,-0.708426,-0.0668983,0.182205,-0.00248327,0.395914,0.043034,-3.18674,1.95573,-0.252719,-2.84536,-0.16911,0.180229,-0.030733,-0.986382,0.858692,2.10172,-0.921687,0.0531361,0.616925,-0.259256,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
25,0.0389247,0.559169,-0.66008,-0.402484,-0.744097,0.857347,0.0133042,0.0774581,-0.419488,-0.0378306,0.948695,-0.412762,0.523262,-0.221263,0.49026,0.023195,0.538157,-0.847839,-0.0347493,0.169426,-0.766158,-1.69028,0.501393,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
26,-0.219429,-0.0386829,0.415341,0.668332,0.461326,0.168098,-0.04569,-0.494815,-1.18426,-0.0159177,-1.17766,-3.21604,-1.23561,1.70011,1.30514,-1.69092,-4.18171,3.70024,0.122631,0,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
27,-0.677555,-0.553421,-0.108077,-1.64555,0.0752209,-1.19903,-0.316391,-0.120918,-0.105336,0.795447,0.100756,2.57439,0.519512,-2.13835,0.0551845,1.9172,-0.686723,0.973781,0.44715,-0.623367,0.697542,1.91196,0.0577497,-0.259316,-0.334863,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
28,1.20515,-0.412901,1.10317,-0.947834,-1.53537,0.154615,-0.665905,-0.255767,-1.2027,-0.374361,1.07418,1.21718,1.47612,1.11511,0.584061,-0.358115,0,0,0,0,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
29,1.65242,1.82199,1.36253,1.18266,-1.5058,5.02994,1.06013,0.626079,4.66658,-1.3404,0.169117,-1.76489,1.19258,5.85078,0.457499,-10.0593,2.85384,-2.59775,-0.967168,3.50656,0.137372,-6.07541,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
30,-2.19172,-1.59581,0.220031,-1.67685,1.60114,2.68695,-0.991946,0.0869966,0.43662,-1.46704,-1.09433,-1.19871,0.732218,-2.57353,0.270342,4.28079,0.261593,-0.962708,-0.457669,-0.0341769,0.618348,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
31,-35.887,7.35766,-108.578,-7.43806,0.61161,-20.4516,-118.414,-8.21615,-15.3612,-21.1273,21.2285,-69.4742,16.4142,-100.138,3.69446,1.10755,47.2179,-65.428,31.1512,28.263,52.541,-104.669,107.826,-4.96757,8.03127,-113.05,-13.9679,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
32,-11.9935,-3.63411,-51.1529,15.9665,2.09659,-15.3375,43.0382,15.9741,-74.2377,14.8447,-27.3693,25.5206,32.0512,14.6218,16.8735,25.1573,-74.3537,-18.8685,-1.16401,-15.0252,6.45873,-7.71906,20.6937,-0.437917,9.16639,7.16099,-20.2263,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
33,-2.46852,3.21859,-5.6897,0.845609,6.35751,-1.29264,-6.19137,-0.882988,6.91671,-4.4021,-2.83949,-4.89678,-3.43413,-3.38898,0.0435723,-1.99488,13.6674,-17.1432,-1.27269,-0.491625,3.39968,0.712673,-6.71248,-1.96518,2.25754,-0.358491,10.9515,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
34,-0.343906,1.16788,-1.923,-0.558885,0.573749,0.02977,0.23287,0.433732,0.415153,-0.951333,0.293035,-2.2036,2.87919,-1.77693,0.00678491,2.13365,-0.838167,-1.41671,1.27693,-0.0435922,0.813303,-3.55571,-0.203885,-0.872407,0.588257,-3.12247,-1.07575,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
35,11.2464,-68.7025,25.7947,-29.8892,-49.5597,7.65152,-55.7869,-9.25387,-37.0843,-20.0945,30.5939,-10.9344,-40.8025,20.8868,-1.64342,-86.9345,121.601,-58.8851,-5.01401,24.8054,-7.63552,83.6221,-25.7534,-53.4035,-10.6075,-4.71347,8.31404,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
36,-3.36635,-5.66514,19.5617,-5.13683,3.1703,0.806425,-2.20178,-9.47673,-9.11047,-1.20201,7.40698,-6.8407,6.88581,19.5721,-8.3026,-42.6942,17.9188,9.42233,-3.85117,-6.62837,4.05681,-9.31448,-5.70962,-5.37788,10.3383,-11.0755,-13.9312,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
37,-2.90739,11.3843,-2.52702,13.3245,-7.12184,4.10881,6.24819,-4.77062,-40.3021,2.46752,0.268257,-3.1816,-12.4804,2.18036,1.24875,-4.79755,-18.9335,18.6877,3.50072,-0.835474,-0.185563,-5.9378,2.85409,1.42431,0.25491,-5.70093,-7.74031,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
38,-11.3144,23.7963,1.0309,3.807,-7.34809,10.9104,-20.3956,-8.69323,27.0724,-3.40846,-4.18136,-24.734,-28.5939,-50.5133,5.06692,16.4762,44.502,-37.7608,-1.60837,-12.5963,-11.5324,9.65042,0.884527,13.5654,10.6777,-2.65086,7.49716,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
39,-3.10562,-0.876717,-4.45189,4.37958,9.4584,5.62616,-11.5305,-20.7633,-21.0735,13.1762,-10.6168,-15.9075,6.88388,9.19323,-10.1277,-31.5744,15.0928,-0.471601,3.50499,6.33629,-10.4582,-31.3192,37.0854,13.151,-19.2261,11.9778,-3.22165,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
40,-71.3143,-42.6071,289.93,-15.351,-225.724,152.448,898.252,155.253,211.293,11.8567,-527.329,444.066,-219.065,-138.551,193.48,1124.03,-730.23,435.176,-98.7196,0.207962,-355.873,610.811,-271.336,159.557,5.89619,396.251,-282.211,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
41,0.943962,-3.31393,1.89507,3.81803,0.176924,-0.0649041,-2.18238,-0.0832868,0.653025,0.340146,2.41826,0.869904,18.6158,4.83786,-0.0699143,-7.34469,3.05829,-0.952345,-0.531913,2.3567,-0.586629,-20.1063,1.25127,1.98174,-3.36053,-0.905969,-1.92412,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
42,0.656002,4.6778,5.17185,-1.06562,-3.52798,3.04451,-5.3315,0.610015,5.03654,3.48349,-7.24208,-11.5986,-18.9795,-8.04399,-3.27835,10.0422,-11.673,7.67802,-2.08555,-1.56697,-0.702989,17.4248,3.44275,0.924164,4.68285,4.32342,-4.44866,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
43,4.08676,2.45389,-5.32439,-0.0545888,-10.9058,4.0127,0.486677,-1.58247,-1.92705,-9.1788,3.9369,-2.64466,-0.186933,-15.0284,-3.60194,15.5761,-2.37192,4.03901,0.366008,-1.34506,5.78237,-1.35745,5.39252,-3.31936,4.13348,-5.15317,-13.3272,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
44,10.6235,13.4963,6.05582,-6.77255,-24.9399,-2.89096,-7.05561,-3.82794,-8.08514,13.1315,8.57812,-20.2005,-5.92448,11.2017,-2.04675,-12.3911,-18.592,-1.94289,15.965,14.3238,1.14781,2.66148,-10.1269,-9.50764,-14.289,2.28179,-0.705979,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
45,0.144454,-2.26175,-0.445289,-10.3423,-9.75292,4.16259,-5.34533,2.44469,-1.59163,-7.01747,6.20611,-7.6519,7.7157,0.681483,-0.31304,-4.49105,25.1764,-15.3344,-3.56775,3.25761,10.3205,-10.8443,12.741,-9.25107,-9.35434,0.456244,-1.60927,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
46,4.12425,2.35053,-6.22923,6.05367,-2.55363,-2.61911,-1.89744,2.67746,7.69259,-2.29032,-3.66388,-2.67701,11.0351,6.46028,1.58961,-0.750506,-10.9889,-4.31297,-0.0681287,-5.42107,2.90719,-8.81457,-0.273727,4.35766,5.79117,-4.41826,0.932564,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
47,1.44337,1.03745,2.6687,-0.541557,-1.85297,0.485772,0.28172,-0.0913659,-1.1439,1.0665,1.23768,1.25345,-5.19178,2.69248,0.146092,-6.30389,4.04976,-0.877023,0.259053,-0.444725,0.828234,2.72515,0.564532,0.376833,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
48,0.0169374,-0.514769,0.354882,-0.0874903,-0.0996103,0.0771079,-0.198457,-0.332272,-0.973032,-0.0590715,0.318474,0.803032,0.831226,-0.215629,0.069582,-0.457259,1.23654,-0.970661,0.810664,-0.604839,-0.309887,-0.24828,-0.216822,-0.551825,0.291693,0.269445,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
49,-0.869817,-3.68504,-1.57804,-1.34739,-4.74336,0.604728,1.56945,-1.78574,-8.77289,0.944963,0.485187,0.3117,14.1701,-1.91042,-0.57215,4.07038,-1.72862,-0.227248,-0.728875,-5.94167,-2.24823,-7.12119,-1.86372,1.78836,-0.230399,4.07593,3.99604,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
50,-0.959357,0.0675553,-1.2639,-1.08982,-2.85134,-0.120793,-2.04046,-0.443779,0.560569,-0.545357,1.94007,-1.66684,2.95847,-0.0412839,0.729226,-2.28529,5.06686,-2.92334,-1.61488,1.45925,-0.216591,-5.0375,2.37015,-0.238946,-0.556388,-0.674651,-0.955842,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
51,4.56605,3.08444,9.43717,1.65345,4.99082,-5.52239,-4.8421,-3.67993,-2.11243,3.87666,-4.83927,-2.04246,-0.725948,16.3567,-2.46797,-35.2395,12.8898,-1.6219,7.96506,-0.0644635,4.61072,-6.46113,-7.07364,-3.90305,-1.40621,2.19889,9.48669,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
52,2.12201,0.935727,3.40839,-0.8337,-0.346822,-1.19617,-1.75447,-0.791012,0.0442764,-0.573259,-1.40401,-0.326664,6.97846,-1.46947,-0.860231,2.42197,-6.88152,10.9353,1.02717,0.245758,1.06521,-5.97558,-0.782463,-0.436344,-0.511167,0.756897,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
53,-1.17219,1.39453,-0.814049,0.82748,1.44011,1.52232,0.27282,-0.349697,-0.859627,-0.974356,0.225473,-0.701092,-1.67703,-1.63437,0.247186,1.33609,-2.41689,2.03619,0,0,0,0,0,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
54,1.11347,-1.7955,-0.878421,1.35158,1.47633,-2.44934,5.10695,2.18701,11.429,0.954184,-2.88718,-3.7337,3.97402,5.96137,0.466334,-3.99197,0.422144,-1.71436,-0.190724,-1.161,-0.43357,-5.38961,-1.49846,-0.200922,2.8805,-1.74285,0.26709,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
55,-85.5376,59.775,90.1521,-89.244,11.0354,-241.466,-48.9423,-121.501,-451.406,110.978,-76.1005,-259.669,186.063,-481.607,96.1969,310.002,-15.5847,1.74199,197.845,-462.561,213.309,142.345,-170.958,-172.595,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
56,-0.0212382,-0.240226,-1.65497,-1.59089,-1.7783,-0.0545455,-0.897215,0.392663,-0.513081,3.08277,1.46172,-4.16343,-2.05219,-5.8999,-1.26759,5.8912,3.64897,-5.77623,1.45861,-2.09847,-1.58365,1.59717,-0.871967,-1.19193,-4.32393,2.69733,4.71696,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
57,-0.972092,-20.9427,-4.88466,-24.273,-39.0718,-27.8475,12.4862,-5.7014,-2.94941,43.8566,19.3247,-16.7738,-19.0845,-17.42,-2.25862,-30.6009,53.7498,-36.2373,14.239,29.5944,-37.6448,21.6599,-2.99085,-29.2376,-24.4736,20.7224,13.6624,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
58,0.223284,0.114799,0.529354,-0.222686,-0.484489,1.54268,0.44394,0.0450752,3.24123,-1.04558,-0.166931,-0.585229,-0.712568,0.307086,-0.364868,-0.639371,0.0319956,1.18893,-0.323345,0.391827,0.895906,-0.971625,0.208945,0,0,0,0,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],0,
59,-7.55877,-11.5554,5.11955,6.26833,0.0622779,5.44438,-6.03478,-10.1203,-52.2196,-6.53528,-9.5885,11.0071,-25.1662,10.3616,-4.98635,14.5892,-18.6406,31.5985,-10.3905,0.823044,-16.2529,15.9016,20.8918,15.1244,5.69789,10.1143,-15.0145,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
60,1.82759,-9.55263,-11.5429,-10.4679,17.9412,26.6887,5.38715,-7.09616,-18.2208,-7.69013,-0.666671,8.85675,-9.71249,18.1768,6.68975,13.0781,-31.8665,-3.22247,-4.36812,-3.04612,15.137,22.4359,1.93794,4.31246,-2.09952,9.19164,9.10944,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
61,7.88907,-24.936,-20.1803,17.3828,3.31981,-5.81067,15.7702,5.80592,-3.52923,10.9916,9.77505,8.42734,60.9215,-0.435679,21.0871,73.0744,-79.5333,6.36486,7.85546,14.1231,-16.759,-59.0284,14.8903,30.5221,-16.5176,-0.109579,-8.67544,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
62,9.11317,1.53933,-11.7641,11.952,-1.81908,-17.0297,3.91187,-2.08635,-14.0392,-2.00253,-6.10297,11.3144,-8.96888,-3.00411,-2.13783,10.5574,-11.1961,20.4169,9.22323,11.4415,-2.96316,-6.66166,0.295016,-3.48415,-9.73505,-5.9048,3.36624,[|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|],1,
